n_tries,n_choices,guesses,feedback,won
4,"[6512, 84, 17, 1]","['boris', 'earns', 'terms', 'meres']","{'false_letters': ['i', 'o', 'n', 'b', 'a', 't'], 'true_letters': {2: 'r', 4: 's', 1: 'e', 0: 'm', 3: 'e'}, 'misplaced_letters': {0: ['e'], 3: ['m']}}",1
5,"[6512, 53, 26, 9, 1]","['slash', 'sushi', 'shone', 'sheds', 'shews']","{'false_letters': ['u', 'i', 'o', 'n', 'd', 'a', 'l'], 'true_letters': {0: 's', 1: 'h', 2: 'e', 4: 's', 3: 'w'}, 'misplaced_letters': {3: ['s', 'h'], 4: ['h', 'e'], 2: ['s']}}",1
3,"[6512, 892, 5]","['place', 'funds', 'turfy']","{'false_letters': ['p', 'e', 'n', 'd', 's', 'l', 'a', 'c'], 'true_letters': {1: 'u', 0: 't', 2: 'r', 3: 'f', 4: 'y'}, 'misplaced_letters': {0: ['f']}}",1
3,"[6512, 14, 3]","['velum', 'pules', 'jules']","{'false_letters': ['p', 'm', 'v'], 'true_letters': {2: 'l', 1: 'u', 3: 'e', 4: 's', 0: 'j'}, 'misplaced_letters': {1: ['e'], 3: ['u']}}",1
4,"[6512, 64, 24, 2]","['child', 'canal', 'clubs', 'coley']","{'false_letters': ['u', 'i', 'n', 'd', 'b', 's', 'a', 'h'], 'true_letters': {0: 'c', 1: 'o', 2: 'l', 3: 'e', 4: 'y'}, 'misplaced_letters': {3: ['l'], 4: ['l'], 1: ['l']}}",1
4,"[6512, 170, 39, 3]","['shewn', 'bligh', 'youth', 'vouch']","{'false_letters': ['e', 'i', 'y', 'n', 'w', 'g', 'b', 's', 'l', 't'], 'true_letters': {4: 'h', 1: 'o', 2: 'u', 0: 'v', 3: 'c'}, 'misplaced_letters': {1: ['h']}}",1
5,"[6512, 286, 45, 2, 1]","['topsy', 'borne', 'mocha', 'kojak', 'kodak']","{'false_letters': ['p', 'e', 'j', 'y', 'n', 'm', 'b', 's', 'r', 't', 'h', 'c'], 'true_letters': {1: 'o', 0: 'k', 3: 'a', 4: 'k', 2: 'd'}, 'misplaced_letters': {4: ['a']}}",1
3,"[6512, 89, 10]","['chest', 'brace', 'deced']","{'false_letters': ['b', 's', 'a', 'r', 't', 'h'], 'true_letters': {0: 'd', 1: 'e', 2: 'c', 3: 'e', 4: 'd'}, 'misplaced_letters': {0: ['c'], 2: ['e'], 3: ['c'], 4: ['e']}}",1
3,"[6512, 18, 2]","['irate', 'grave', 'crave']","{'false_letters': ['t', 'g', 'i'], 'true_letters': {1: 'r', 2: 'a', 4: 'e', 3: 'v', 0: 'c'}, 'misplaced_letters': {}}",1
5,"[6512, 257, 3, 2, 1]","['elvis', 'speer', 'aspen', 'posed', 'pusey']","{'false_letters': ['i', 'o', 'v', 'n', 'd', 'a', 'r', 'l'], 'true_letters': {3: 'e', 0: 'p', 2: 's', 1: 'u', 4: 'y'}, 'misplaced_letters': {0: ['e', 's'], 4: ['s'], 1: ['p', 's'], 2: ['e', 'p']}}",1
4,"[6512, 1357, 3, 2]","['evict', 'fonda', 'dongs', 'donor']","{'false_letters': ['e', 'f', 'i', 'v', 'g', 's', 'a', 't', 'c'], 'true_letters': {1: 'o', 2: 'n', 0: 'd', 3: 'o', 4: 'r'}, 'misplaced_letters': {3: ['d']}}",1
6,"[6512, 1717, 130, 20, 4, 1]","['finns', 'harry', 'mauve', 'jacob', 'kappa', 'zappa']","{'false_letters': ['f', 'e', 'u', 'j', 'i', 'y', 'o', 'n', 'v', 'm', 'b', 's', 'r', 'k', 'h', 'c'], 'true_letters': {1: 'a', 2: 'p', 3: 'p', 4: 'a', 0: 'z'}, 'misplaced_letters': {}}",1
6,"[6512, 57, 23, 3, 2, 1]","['flees', 'lanes', 'myles', 'mules', 'miles', 'moles']","{'false_letters': ['f', 'u', 'i', 'y', 'n', 'a'], 'true_letters': {3: 'e', 4: 's', 0: 'm', 2: 'l', 1: 'o'}, 'misplaced_letters': {1: ['l'], 2: ['e'], 0: ['l']}}",1
4,"[6512, 151, 2, 1]","['dined', 'rants', 'runny', 'ronny']","{'false_letters': ['e', 'u', 'i', 'd', 's', 'a', 't'], 'true_letters': {2: 'n', 0: 'r', 3: 'n', 4: 'y', 1: 'o'}, 'misplaced_letters': {}}",1
4,"[6512, 1266, 13, 4]","['ennui', 'soaps', 'abash', 'flash']","{'false_letters': ['e', 'p', 'u', 'i', 'o', 'n', 'b'], 'true_letters': {2: 'a', 3: 's', 4: 'h', 0: 'f', 1: 'l'}, 'misplaced_letters': {0: ['s', 'a'], 4: ['s']}}",1
3,"[6512, 15, 1]","['capon', 'chump', 'chimp']","{'false_letters': ['u', 'n', 'o', 'a'], 'true_letters': {0: 'c', 1: 'h', 3: 'm', 4: 'p', 2: 'i'}, 'misplaced_letters': {2: ['p']}}",1
5,"[6512, 354, 134, 4, 1]","['belau', 'perez', 'hefts', 'neigh', 'weigh']","{'false_letters': ['p', 'f', 'u', 'z', 'n', 'b', 's', 'l', 'a', 'r', 't'], 'true_letters': {1: 'e', 2: 'i', 3: 'g', 4: 'h', 0: 'w'}, 'misplaced_letters': {3: ['e'], 0: ['h']}}",1
7,"[6512, 283, 63, 42, 31, 3, 2]","['tasha', 'wares', 'lades', 'banes', 'cakes', 'maces', 'paces']","{'false_letters': ['n', 'w', 'd', 'b', 'm', 'l', 'r', 'k', 't', 'h'], 'true_letters': {1: 'a', 3: 'e', 4: 's', 2: 'c', 0: 'p'}, 'misplaced_letters': {2: ['s'], 4: ['a'], 0: ['c']}}",0
6,"[6512, 377, 41, 9, 3, 1]","['softy', 'spare', 'skein', 'shews', 'seeds', 'sleds']","{'false_letters': ['f', 'p', 'i', 'o', 'y', 'n', 'w', 'a', 'r', 'k', 't', 'h'], 'true_letters': {0: 's', 2: 'e', 4: 's', 3: 'd', 1: 'l'}, 'misplaced_letters': {4: ['e'], 1: ['e']}}",1
4,"[6512, 1327, 26, 4]","['newly', 'micro', 'sabra', 'usurp']","{'false_letters': ['e', 'i', 'o', 'y', 'n', 'w', 'm', 'b', 'l', 'a', 'c'], 'true_letters': {3: 'r', 0: 'u', 1: 's', 2: 'u', 4: 'p'}, 'misplaced_letters': {0: ['s']}}",1
6,"[6512, 145, 103, 5, 4, 1]","['water', 'refer', 'coyer', 'osier', 'order', 'ogler']","{'false_letters': ['f', 'i', 'y', 'w', 'd', 's', 'a', 't', 'c'], 'true_letters': {3: 'e', 4: 'r', 0: 'o', 1: 'g', 2: 'l'}, 'misplaced_letters': {0: ['r'], 1: ['e', 'o', 'r']}}",1
4,"[6512, 1111, 193, 1]","['lousy', 'mamba', 'aztec', 'aitch']","{'false_letters': ['e', 'u', 'z', 'o', 'y', 'm', 'b', 's', 'l'], 'true_letters': {0: 'a', 2: 't', 1: 'i', 3: 'c', 4: 'h'}, 'misplaced_letters': {1: ['a'], 4: ['a', 'c']}}",1
8,"[6512, 635, 51, 5, 4, 3, 2, 1]","['nimby', 'warns', 'lents', 'gents', 'tents', 'vents', 'cents', 'dents']","{'false_letters': ['i', 'y', 'v', 'w', 'g', 'm', 'b', 'a', 'r', 'l', 'c'], 'true_letters': {4: 's', 1: 'e', 2: 'n', 3: 't', 0: 'd'}, 'misplaced_letters': {0: ['n', 't'], 3: ['n']}}",0
7,"[6512, 927, 45, 15, 11, 4, 1]","['finks', 'byers', 'steps', 'guess', 'loews', 'deeds', 'deems']","{'false_letters': ['f', 'p', 'u', 'i', 'o', 'y', 'n', 'g', 'w', 'b', 'l', 'r', 'k', 't'], 'true_letters': {4: 's', 2: 'e', 0: 'd', 1: 'e', 3: 'm'}, 'misplaced_letters': {0: ['s'], 3: ['s', 'd']}}",0
5,"[6512, 2379, 314, 60, 1]","['broom', 'unfed', 'stews', 'heave', 'clive']","{'false_letters': ['f', 'u', 'o', 'n', 'w', 'm', 'b', 'd', 's', 'r', 'a', 't', 'h'], 'true_letters': {3: 'v', 4: 'e', 0: 'c', 1: 'l', 2: 'i'}, 'misplaced_letters': {3: ['e'], 2: ['e'], 1: ['e']}}",1
4,"[6512, 37, 5, 3]","['teary', 'gyves', 'sykes', 'pyxes']","{'false_letters': ['v', 'g', 'a', 'r', 'k', 't'], 'true_letters': {1: 'y', 3: 'e', 4: 's', 0: 'p', 2: 'x'}, 'misplaced_letters': {1: ['e'], 4: ['y'], 0: ['s']}}",1
4,"[6512, 32, 3, 1]","['lowed', 'dilly', 'aldan', 'abdul']","{'false_letters': ['e', 'i', 'o', 'y', 'n', 'w'], 'true_letters': {0: 'a', 2: 'd', 1: 'b', 3: 'u', 4: 'l'}, 'misplaced_letters': {0: ['l', 'd'], 4: ['d'], 2: ['l'], 3: ['l', 'a'], 1: ['l']}}",1
4,"[6512, 113, 8, 1]","['argos', 'auden', 'ahmad', 'alkyd']","{'false_letters': ['e', 'u', 'o', 'n', 'g', 'm', 's', 'r', 'h'], 'true_letters': {0: 'a', 4: 'd', 1: 'l', 2: 'k', 3: 'y'}, 'misplaced_letters': {2: ['d'], 3: ['a']}}",1
4,"[6512, 138, 41, 1]","['dylan', 'kasey', 'camry', 'marry']","{'false_letters': ['e', 'n', 'd', 's', 'l', 'k', 'c'], 'true_letters': {1: 'a', 4: 'y', 3: 'r', 0: 'm', 2: 'r'}, 'misplaced_letters': {1: ['y'], 3: ['a'], 2: ['m']}}",1
4,"[6512, 632, 38, 3]","['oneal', 'terry', 'zests', 'heist']","{'false_letters': ['z', 'o', 'y', 'n', 'l', 'r', 'a'], 'true_letters': {1: 'e', 0: 'h', 2: 'i', 3: 's', 4: 't'}, 'misplaced_letters': {2: ['e', 's'], 0: ['t'], 3: ['t'], 4: ['s']}}",1
5,"[6512, 774, 86, 33, 2]","['lewis', 'unbox', 'guava', 'duchy', 'ruddy']","{'false_letters': ['e', 'i', 'o', 'x', 'n', 'w', 'g', 'v', 'b', 's', 'l', 'a', 'h', 'c'], 'true_letters': {1: 'u', 4: 'y', 0: 'r', 2: 'd', 3: 'd'}, 'misplaced_letters': {0: ['u', 'd']}}",1
5,"[6512, 215, 24, 4, 2]","['cobol', 'cases', 'cecum', 'chyme', 'crime']","{'false_letters': ['u', 'o', 'y', 'b', 's', 'l', 'a', 'h'], 'true_letters': {0: 'c', 3: 'm', 4: 'e', 1: 'r', 2: 'i'}, 'misplaced_letters': {3: ['e'], 1: ['e'], 2: ['c'], 4: ['m']}}",1
3,"[6512, 300, 38]","['lower', 'kooks', 'sonja']","{'false_letters': ['e', 'w', 'l', 'r', 'k'], 'true_letters': {1: 'o', 0: 's', 2: 'n', 3: 'j', 4: 'a'}, 'misplaced_letters': {2: ['o'], 4: ['s']}}",1
11,"[6512, 109, 9, 8, 7, 6, 5, 4, 3, 2, 1]","['yogic', 'pings', 'tings', 'zings', 'dings', 'rings', 'wings', 'lings', 'kings', 'hings', 'sings']","{'false_letters': ['p', 'z', 'o', 'y', 'w', 'd', 'l', 'r', 'k', 't', 'h', 'c'], 'true_letters': {1: 'i', 2: 'n', 3: 'g', 4: 's', 0: 's'}, 'misplaced_letters': {2: ['g'], 3: ['i']}}",0
4,"[6512, 1144, 2, 1]","['abate', 'goody', 'gourd', 'gould']","{'false_letters': ['e', 'y', 'b', 'a', 'r', 't'], 'true_letters': {0: 'g', 1: 'o', 2: 'u', 4: 'd', 3: 'l'}, 'misplaced_letters': {2: ['o'], 3: ['d']}}",1
6,"[6512, 2475, 43, 36, 2, 1]","['potty', 'debar', 'abuzz', 'bawls', 'bahia', 'bambi']","{'false_letters': ['p', 'e', 'u', 'z', 'o', 'y', 'w', 'd', 's', 'l', 'r', 't', 'h'], 'true_letters': {0: 'b', 1: 'a', 2: 'm', 3: 'b', 4: 'i'}, 'misplaced_letters': {2: ['b'], 3: ['a', 'i'], 0: ['a'], 1: ['b'], 4: ['a']}}",1
4,"[6512, 1788, 77, 1]","['pliny', 'sheer', 'cuzco', 'mazda']","{'false_letters': ['p', 'e', 'u', 'i', 'o', 'y', 'n', 's', 'l', 'r', 'h', 'c'], 'true_letters': {2: 'z', 0: 'm', 1: 'a', 3: 'd', 4: 'a'}, 'misplaced_letters': {}}",1
5,"[6512, 46, 5, 2, 1]","['rungs', 'bused', 'pulse', 'suite', 'suave']","{'false_letters': ['p', 'i', 'n', 'g', 'd', 'b', 'l', 'r', 't'], 'true_letters': {1: 'u', 4: 'e', 0: 's', 2: 'a', 3: 'v'}, 'misplaced_letters': {4: ['s'], 2: ['s'], 3: ['e', 's']}}",1
4,"[6512, 1374, 23, 4]","['wolfe', 'pumas', 'patti', 'pzazz']","{'false_letters': ['f', 'e', 'u', 'i', 'o', 'w', 'm', 's', 'l', 't'], 'true_letters': {0: 'p', 1: 'z', 2: 'a', 3: 'z', 4: 'z'}, 'misplaced_letters': {3: ['a'], 1: ['a']}}",1
4,"[6512, 59, 8, 2]","['arena', 'nerds', 'reign', 'renee']","{'false_letters': ['i', 'g', 'd', 's', 'a'], 'true_letters': {1: 'e', 0: 'r', 2: 'n', 3: 'e', 4: 'e'}, 'misplaced_letters': {1: ['r'], 2: ['e', 'r'], 3: ['n'], 0: ['n'], 4: ['n']}}",1
4,"[6512, 359, 13, 1]","['zappa', 'proxy', 'porch', 'pedro']","{'false_letters': ['z', 'y', 'x', 'a', 'h', 'c'], 'true_letters': {0: 'p', 1: 'e', 2: 'd', 3: 'r', 4: 'o'}, 'misplaced_letters': {2: ['p', 'o', 'r'], 3: ['p'], 1: ['r', 'o']}}",1
3,"[6512, 90, 13]","['flora', 'heard', 'nauru']","{'false_letters': ['f', 'e', 'o', 'd', 'l', 'h'], 'true_letters': {3: 'r', 0: 'n', 1: 'a', 2: 'u', 4: 'u'}, 'misplaced_letters': {4: ['a'], 2: ['a']}}",1
8,"[6512, 1788, 263, 6, 5, 4, 3, 2]","['pliny', 'grebe', 'taxes', 'mates', 'fates', 'dates', 'hates', 'oates']","{'false_letters': ['p', 'f', 'i', 'y', 'n', 'x', 'g', 'm', 'b', 'd', 'l', 'r', 'h'], 'true_letters': {1: 'a', 3: 'e', 4: 's', 2: 't', 0: 'o'}, 'misplaced_letters': {2: ['e'], 4: ['e'], 0: ['t']}}",0
7,"[6512, 36, 6, 4, 3, 2, 1]","['weans', 'irons', 'boons', 'goons', 'coons', 'loons', 'moons']","{'false_letters': ['e', 'i', 'w', 'g', 'b', 'a', 'r', 'l', 'c'], 'true_letters': {3: 'n', 4: 's', 2: 'o', 1: 'o', 0: 'm'}, 'misplaced_letters': {}}",0
3,"[6512, 168, 2]","['conch', 'icbms', 'sacra']","{'false_letters': ['i', 'o', 'n', 'm', 'b', 'h'], 'true_letters': {0: 's', 1: 'a', 2: 'c', 3: 'r', 4: 'a'}, 'misplaced_letters': {0: ['c'], 3: ['c'], 1: ['c'], 4: ['s']}}",1
4,"[6512, 472, 12, 1]","['shyer', 'quell', 'ulnae', 'belau']","{'false_letters': ['q', 'y', 'n', 's', 'r', 'h'], 'true_letters': {3: 'a', 0: 'b', 1: 'e', 2: 'l', 4: 'u'}, 'misplaced_letters': {3: ['e', 'l'], 1: ['u', 'l'], 2: ['e'], 4: ['l', 'e'], 0: ['u']}}",1
4,"[6512, 316, 13, 1]","['icing', 'tribe', 'edits', 'deist']","{'false_letters': ['n', 'g', 'b', 'r', 'c'], 'true_letters': {2: 'i', 0: 'd', 1: 'e', 3: 's', 4: 't'}, 'misplaced_letters': {0: ['i', 't', 'e'], 4: ['e', 's'], 1: ['d'], 3: ['t']}}",1
3,"[6512, 13, 1]","['coley', 'gooey', 'bogey']","{'false_letters': ['l', 'c'], 'true_letters': {1: 'o', 3: 'e', 4: 'y', 0: 'b', 2: 'g'}, 'misplaced_letters': {0: ['g'], 2: ['o']}}",1
4,"[6512, 82, 17, 3]","['bloat', 'basic', 'bauer', 'bawdy']","{'false_letters': ['e', 'u', 'i', 'o', 's', 'l', 'r', 't', 'c'], 'true_letters': {0: 'b', 1: 'a', 2: 'w', 3: 'd', 4: 'y'}, 'misplaced_letters': {3: ['a']}}",1
5,"[6512, 51, 14, 3, 1]","['chips', 'tight', 'hived', 'hindi', 'hilda']","{'false_letters': ['p', 'e', 'n', 'v', 'g', 's', 't', 'c'], 'true_letters': {1: 'i', 0: 'h', 3: 'd', 2: 'l', 4: 'a'}, 'misplaced_letters': {1: ['h'], 2: ['i'], 3: ['h'], 4: ['d', 'i']}}",1
5,"[6512, 1450, 265, 28, 4]","['terry', 'zulus', 'again', 'kojak', 'macao']","{'false_letters': ['e', 'u', 'i', 'z', 'y', 'j', 'n', 'g', 's', 'l', 'r', 'k', 't'], 'true_letters': {3: 'a', 0: 'm', 1: 'a', 2: 'c', 4: 'o'}, 'misplaced_letters': {0: ['a'], 2: ['a'], 1: ['o']}}",1
7,"[6512, 818, 281, 8, 4, 3, 2]","['yawns', 'milks', 'zests', 'hosts', 'dusts', 'busts', 'rusts']","{'false_letters': ['e', 'i', 'z', 'o', 'y', 'n', 'w', 'm', 'd', 'b', 'a', 'l', 'k', 'h'], 'true_letters': {4: 's', 2: 's', 3: 't', 1: 'u', 0: 'r'}, 'misplaced_letters': {}}",0
6,"[6512, 563, 48, 10, 7, 2]","['stake', 'unpin', 'fling', 'going', 'dying', 'vying']","{'false_letters': ['e', 'p', 'u', 'f', 'o', 'd', 's', 'a', 'l', 'k', 't'], 'true_letters': {2: 'i', 3: 'n', 4: 'g', 1: 'y', 0: 'v'}, 'misplaced_letters': {1: ['n'], 3: ['i'], 4: ['n'], 0: ['g']}}",1
4,"[6512, 89, 24, 5]","['peggy', 'glace', 'goers', 'greek']","{'false_letters': ['p', 'o', 'y', 's', 'l', 'a', 'c'], 'true_letters': {0: 'g', 2: 'e', 1: 'r', 3: 'e', 4: 'k'}, 'misplaced_letters': {1: ['e'], 2: ['g'], 3: ['g', 'r'], 4: ['e']}}",1
2,"[6512, 2]","['wills', 'welsh']","{'false_letters': ['i'], 'true_letters': {0: 'w', 2: 'l', 1: 'e', 3: 's', 4: 'h'}, 'misplaced_letters': {3: ['l'], 4: ['s']}}",1
6,"[6512, 449, 80, 13, 5, 2]","['manly', 'ratio', 'parcs', 'farad', 'barer', 'barre']","{'false_letters': ['p', 'f', 'i', 'o', 'y', 'n', 'm', 'd', 's', 'l', 't', 'c'], 'true_letters': {1: 'a', 2: 'r', 0: 'b', 3: 'r', 4: 'e'}, 'misplaced_letters': {0: ['r'], 3: ['a', 'e'], 4: ['r']}}",1
5,"[6512, 262, 65, 31, 9]","['wadis', 'vises', 'skips', 'loins', 'quits']","{'false_letters': ['e', 'p', 'o', 'n', 'v', 'w', 'd', 'a', 'l', 'k'], 'true_letters': {4: 's', 2: 'i', 0: 'q', 1: 'u', 3: 't'}, 'misplaced_letters': {3: ['i'], 1: ['i'], 2: ['s'], 0: ['s']}}",1
2,"[6512, 1]","['coder', 'oared']","{'false_letters': ['c'], 'true_letters': {3: 'e', 0: 'o', 1: 'a', 2: 'r', 4: 'd'}, 'misplaced_letters': {1: ['o'], 2: ['d'], 4: ['r']}}",1
4,"[6512, 1819, 16, 2]","['forth', 'quick', 'scull', 'clues']","{'false_letters': ['f', 'i', 'q', 'o', 'r', 'k', 't', 'h'], 'true_letters': {2: 'u', 0: 'c', 1: 'l', 3: 'e', 4: 's'}, 'misplaced_letters': {1: ['u', 'c'], 3: ['c', 'l'], 0: ['s'], 4: ['l']}}",1
5,"[6512, 745, 319, 59, 5]","['malls', 'funds', 'soses', 'beeps', 'weeps']","{'false_letters': ['f', 'u', 'o', 'n', 'm', 'd', 'b', 'a', 'l'], 'true_letters': {4: 's', 1: 'e', 2: 'e', 3: 'p', 0: 'w'}, 'misplaced_letters': {0: ['s'], 2: ['s'], 3: ['e']}}",1
5,"[6512, 1831, 159, 9, 1]","['capra', 'ethyl', 'wells', 'joule', 'ovule']","{'false_letters': ['p', 'j', 'y', 'w', 's', 'a', 'r', 't', 'h', 'c'], 'true_letters': {3: 'l', 2: 'u', 4: 'e', 0: 'o', 1: 'v'}, 'misplaced_letters': {0: ['e'], 4: ['l'], 1: ['e', 'o'], 2: ['l']}}",1
5,"[6512, 1172, 67, 2, 1]","['roped', 'zingy', 'wains', 'nails', 'naifs']","{'false_letters': ['p', 'e', 'z', 'o', 'y', 'g', 'w', 'd', 'l', 'r'], 'true_letters': {1: 'a', 2: 'i', 4: 's', 0: 'n', 3: 'f'}, 'misplaced_letters': {1: ['i'], 2: ['n'], 3: ['n']}}",1
5,"[6512, 1142, 70, 6, 2]","['pasha', 'rifts', 'segue', 'solve', 'scone']","{'false_letters': ['p', 'f', 'u', 'i', 'v', 'g', 'a', 'r', 'l', 't', 'h'], 'true_letters': {0: 's', 4: 'e', 1: 'c', 2: 'o', 3: 'n'}, 'misplaced_letters': {2: ['s'], 4: ['s'], 1: ['e', 'o']}}",1
3,"[6512, 13, 2]","['heavy', 'beryl', 'yells']","{'false_letters': ['v', 'b', 'a', 'r', 'h'], 'true_letters': {1: 'e', 0: 'y', 2: 'l', 3: 'l', 4: 's'}, 'misplaced_letters': {4: ['y', 'l'], 3: ['y']}}",1
4,"[6512, 3130, 8, 1]","['gonzo', 'slits', 'trial', 'atilt']","{'false_letters': ['z', 'o', 'n', 'g', 's', 'r'], 'true_letters': {2: 'i', 0: 'a', 1: 't', 3: 'l', 4: 't'}, 'misplaced_letters': {1: ['l'], 3: ['t', 'a'], 0: ['t'], 4: ['l']}}",1
5,"[6512, 243, 92, 19, 2]","['nuked', 'quart', 'pulls', 'muggy', 'buxom']","{'false_letters': ['e', 'p', 'q', 'y', 'n', 'g', 'd', 's', 'a', 'r', 'l', 'k', 't'], 'true_letters': {1: 'u', 0: 'b', 2: 'x', 3: 'o', 4: 'm'}, 'misplaced_letters': {0: ['m']}}",1
3,"[6512, 173, 1]","['roved', 'ditch', 'cindy']","{'false_letters': ['e', 'o', 'v', 'r', 't', 'h'], 'true_letters': {1: 'i', 0: 'c', 2: 'n', 3: 'd', 4: 'y'}, 'misplaced_letters': {4: ['d'], 0: ['d'], 3: ['c']}}",1
6,"[6512, 804, 103, 11, 4, 3]","['taker', 'polio', 'dding', 'winds', 'finds', 'hinds']","{'false_letters': ['e', 'p', 'f', 'o', 'g', 'w', 'a', 'r', 'l', 'k', 't'], 'true_letters': {1: 'i', 2: 'n', 3: 'd', 4: 's', 0: 'h'}, 'misplaced_letters': {3: ['i', 'n'], 0: ['d'], 1: ['d'], 2: ['i']}}",1
5,"[6512, 1327, 187, 5, 1]","['flush', 'mocks', 'saint', 'basra', 'raspy']","{'false_letters': ['f', 'u', 'i', 'o', 'n', 'm', 'b', 'l', 'k', 't', 'h', 'c'], 'true_letters': {1: 'a', 2: 's', 0: 'r', 3: 'p', 4: 'y'}, 'misplaced_letters': {3: ['s', 'r'], 4: ['s', 'a'], 0: ['s']}}",1
5,"[6512, 582, 88, 31, 1]","['missy', 'ionic', 'eerie', 'aphid', 'davit']","{'false_letters': ['e', 'p', 'o', 'y', 'n', 'm', 's', 'r', 'h', 'c'], 'true_letters': {3: 'i', 0: 'd', 1: 'a', 2: 'v', 4: 't'}, 'misplaced_letters': {1: ['i'], 0: ['i', 'a'], 4: ['d']}}",1
4,"[6512, 62, 10, 1]","['cause', 'lutes', 'menus', 'users']","{'false_letters': ['n', 'm', 'a', 'l', 't', 'c'], 'true_letters': {4: 's', 0: 'u', 1: 's', 2: 'e', 3: 'r'}, 'misplaced_letters': {2: ['u'], 3: ['s', 'e', 'u'], 4: ['e'], 1: ['u', 'e']}}",1
5,"[6512, 556, 128, 2, 1]","['garry', 'wrest', 'cover', 'ocker', 'ocher']","{'false_letters': ['y', 'v', 'g', 'w', 's', 'a', 'k', 't'], 'true_letters': {3: 'e', 4: 'r', 0: 'o', 1: 'c', 2: 'h'}, 'misplaced_letters': {2: ['r', 'e'], 3: ['r'], 1: ['r', 'o'], 0: ['c']}}",1
4,"[6512, 183, 11, 1]","['extra', 'velar', 'dread', 'rheas']","{'false_letters': ['v', 'x', 'd', 'l', 't'], 'true_letters': {3: 'a', 2: 'e', 0: 'r', 1: 'h', 4: 's'}, 'misplaced_letters': {0: ['e'], 3: ['r'], 4: ['a', 'r'], 1: ['e', 'r']}}",1
6,"[6512, 1605, 99, 34, 14, 1]","['durex', 'fawns', 'happy', 'cacao', 'iambi', 'taiga']","{'false_letters': ['e', 'p', 'u', 'f', 'o', 'y', 'n', 'x', 'w', 'd', 'm', 's', 'b', 'r', 'h', 'c'], 'true_letters': {1: 'a', 0: 't', 2: 'i', 3: 'g', 4: 'a'}, 'misplaced_letters': {3: ['a'], 0: ['i'], 4: ['i']}}",1
5,"[6512, 236, 20, 10, 2]","['narky', 'aline', 'spans', 'thant', 'chang']","{'false_letters': ['e', 'p', 'i', 'y', 's', 'l', 'r', 'k', 't'], 'true_letters': {3: 'n', 2: 'a', 1: 'h', 0: 'c', 4: 'g'}, 'misplaced_letters': {0: ['n', 'a'], 1: ['a']}}",1
4,"[6512, 411, 26, 3]","['bluet', 'togas', 'tamra', 'tapir']","{'false_letters': ['e', 'u', 'o', 'g', 'm', 'b', 's', 'l'], 'true_letters': {0: 't', 1: 'a', 2: 'p', 3: 'i', 4: 'r'}, 'misplaced_letters': {4: ['t', 'a'], 3: ['a', 'r']}}",1
3,"[6512, 4, 2]","['surge', 'ruing', 'guard']","{'false_letters': ['e', 'i', 's', 'n'], 'true_letters': {1: 'u', 0: 'g', 2: 'a', 3: 'r', 4: 'd'}, 'misplaced_letters': {2: ['r'], 3: ['g'], 0: ['r'], 4: ['g']}}",1
4,"[6512, 143, 15, 2]","['daubs', 'furls', 'sinus', 'nexus']","{'false_letters': ['f', 'i', 'd', 'b', 'a', 'r', 'l'], 'true_letters': {4: 's', 3: 'u', 0: 'n', 1: 'e', 2: 'x'}, 'misplaced_letters': {2: ['u', 'n'], 1: ['u'], 0: ['s']}}",1
6,"[6512, 35, 11, 4, 2, 1]","['foyer', 'razor', 'juror', 'tumor', 'tutor', 'tudor']","{'false_letters': ['f', 'e', 'j', 'z', 'y', 'm', 'a'], 'true_letters': {4: 'r', 3: 'o', 1: 'u', 0: 't', 2: 'd'}, 'misplaced_letters': {1: ['o'], 0: ['r'], 2: ['r', 't']}}",1
5,"[6512, 770, 79, 18, 1]","['mynas', 'lexis', 'vitus', 'swigs', 'swiss']","{'false_letters': ['e', 'u', 'y', 'x', 'n', 'v', 'g', 'm', 'l', 'a', 't'], 'true_letters': {4: 's', 0: 's', 1: 'w', 2: 'i', 3: 's'}, 'misplaced_letters': {3: ['i'], 1: ['i']}}",1
5,"[6512, 109, 7, 2, 1]","['randy', 'demur', 'drier', 'diver', 'direr']","{'false_letters': ['u', 'y', 'v', 'n', 'm', 'a'], 'true_letters': {0: 'd', 4: 'r', 3: 'e', 1: 'i', 2: 'r'}, 'misplaced_letters': {0: ['r'], 3: ['d'], 1: ['e', 'r'], 2: ['i']}}",1
4,"[6512, 28, 8, 1]","['pawls', 'agnew', 'whack', 'wrath']","{'false_letters': ['p', 'e', 'n', 'g', 's', 'l', 'k', 'c'], 'true_letters': {0: 'w', 2: 'a', 1: 'r', 3: 't', 4: 'h'}, 'misplaced_letters': {1: ['a', 'h'], 2: ['w'], 0: ['a'], 4: ['w']}}",1
5,"[6512, 1647, 405, 5, 1]","['gonna', 'rutty', 'swizz', 'slews', 'sewed']","{'false_letters': ['u', 'z', 'o', 'y', 'i', 'n', 'g', 'a', 'r', 'l', 't'], 'true_letters': {0: 's', 1: 'e', 2: 'w', 3: 'e', 4: 'd'}, 'misplaced_letters': {1: ['w'], 2: ['e'], 3: ['w'], 4: ['s']}}",1
